filename,relevant_text_segment,assigned_subject
11230414_Resumen_Abstract.pdf,"El objetivo general de este proyecto consiste en desarrollar una teoría dogmática de los mecanismos de protección de la legalidad urbanística, que permita determinar las medidas que la integran, establecer su naturaleza jurídica y marco normativo aplicable. A partir de ello, se busca contribuir a una reflexión general acerca de la evolución y estado actual del cumplimiento de las normas urbanísticas en Chile que permita identificar sus principales problemáticas y aspectos críticos. Este objetivo general se materializa en los siguientes objetivos específicos: 1. Revisar críticamente la...",Filosofía del Derecho
11230571_Resumen_Abstract.pdf,"Identificar, analizar y caracterizar las principales técnicas procesales desarrolladas por las Cortes de Apelaciones y Corte Suprema chilenas para gestionar más eficientemente los casos que deben conocer y decidir, con el fin de distinguir las consideraciones, criterios, principios e incentivos que les subyacen, de manera de comprender cómo se articulan y resuelven las tensiones entre gestión de los casos y jurisdicción. OBJETIVOS ESPECIFICOS 1. Identificar, analizar y caracterizar las normativas legales y judiciales que regulan las técnicas procesales desarrolladas por las Cortes de...",Derecho Político y Constitucional
11230591_Resumen_Abstract.pdf,"Contenido: RESUMEN: La institucionalidad jurídica del Banco Central chileno: un análisis de sus transformaciones desde el derecho (constitucional) y la economía política Los bancos centrales son las autoridades monetarias de los estados y, a partir de la Constitución de 1980, en Chile es un órgano constitucional autónomo del poder político que tiene por objeto la estabilidad de precios y cuya función se define como técnica. Este proyecto revisa la historia institucional del Banco Central en Chile, desde su creación en el sistema jurídico nacional en 1925, con el objeto de identificar las implicancias constitucionales que tienen las principales modificaciones a su estatuto jurídico. En la actualidad, existe un consenso extendido respecto a los beneficios económicos que ha traído la...",Derecho Político y Constitucional
11230599_Resumen_Abstract.pdf,"del trabajo es determinar cuales son los factores jurídicos y políticos que inciden en la configuración y aplicación del derecho consuetudinario indígena para establecer distintos niveles de pluralismo jurídico a nivel latinoamericano. De este objetivo general se desprenden una serie de objetivos específicos: 1. Revisar la configuración jurídica del derecho consuetudinario indígena en los diversos países latinoamericanos en estudio; 2. Analizar críticamente los distintos niveles de pluralismo jurídico: el propiamente tal, la interlegalidad y el enlazamiento jurídico; 3. Categorizar los...",Filosofía del Derecho
11230841_Resumen_Abstract.pdf,"Contenido: Project Title THE PRIVATE ENFORCEMENT OF STATUTES IN CHILE 1. SUMMARY (General objectives, specific objectives, potential contributions) The legal rules that mobilize private enforcers in Chile are undertheorized. There is some literature favoring or decrying private enforcement in areas like health law and consumer law. There are also initiatives to incentivize private enforcement in areas where public and private interest coalesce, like environmental law.",Derecho Administrativo y Regulatorio
11230881_Resumen_Abstract.pdf,"de esta investigación es construir y presentar a la comunidad jurídica nacional algunos elementos mínimos para una teoría de los acuerdos procesales en el proceso civil chileno. Esperamos que la investigación constituya una brújula o guía para poder insertar los acuerdos procesales en el proceso civil chileno. Nuestra idea es aportar a una mejor comprensión y desarrollo teórico de la institución y contribuir a una utilización mayor, razonable y sin excesos de este instrumento procesal, pues entendemos que los acuerdos procesales pueden convertirse en una herramienta valiosa para un eficiente...",Derecho Procesal
11230950_Resumen_Abstract.pdf,"Contenido: RESUMEN: El presente proyecto de investigación se centra en la utilización de herramientas tecnológicas en la justicia civil chilena a la luz de los estándares de acceso a la justicia y debido proceso. La relevancia de este estudio está en que, si bien nuestro sistema de justicia se encuentra en un proceso de modernización tecnológica desde hace ya varías décadas, la incorporación de TICs en la justicia se ha visto no solo profundizada en el contexto de las restricciones sanitaras ocasionadas por el COVID-19 sino que además estas serán la principal apuesta del Estado en el corto y mediano plazo para afrontar los desafíos que experimentará la justicia civil desde el punto de vista de la sobrecarga de trabajo a la vez de mantener la provisión de justicia en condiciones...",Derecho Procesal
11230951_Resumen_Abstract.pdf,"Contenido: RESUMEN: IGNORANCIA DELIBERADA Y AUTOENGAÑO: DOS PROBLEMAS DE IMPUTACIÓN SUBJETIVA EN EL MARCO DE LA RESPONSABILIDAD JURÍDICO-PENAL El proyecto propuesto pretenderá ofrecer una comprensión y solución alternativas a los múltiples y complejos problemas que, en el contexto de una imputación jurídico-penal, pueden suscitar constelaciones actualmente conocidas bajo el sintagma “ignorancia deliberada”, así como también otros supuestos que presentan alguna similitud con ella, pero que, debido a sus notables y decisivas diferencias, necesitan ser nítidamente distinguidos de aquella, a saber: los que constituyen una forma de “autoengaño”. Por lo tanto, el objetivo principal de la propuesta consistirá en identificar, caracterizar y problematizar los grupos y subgrupos de casos que pueden...",Derecho Penal
11230987_Resumen_Abstract.pdf,"Contenido: RESUMEN “Sistemas sancionatorios de vía múltiple y ne bis in idem: Revisión crítica y comparada de la doctrina y jurisprudencia chilena y propuesta de reconstrucción”. La aplicación del ne bis in idem continúa generando múltiples problemas. Esta incerteza es todavía mayor en el contexto de sistemas sancionatorios de vía múltiple (en adelante, SSM), es decir, aquellos sistemas sancionatorios en que un mismo hecho constituye dos o más infracciones, cuyo conocimiento es competencia de distintas autoridades. La investigación propuesta tiene por finalidad abordar el problema de los SSM y el ne bis in idem en el derecho chileno.",Derecho Económico y Comercial
11231004_Resumen_Abstract.pdf,"Contenido: RESUMEN: Más allá del individualismo: Solidaridad y altruismo como fundamentos morales del derecho de contratos. El proyecto pretende determinar el papel de la solidaridad y el altruismo en la fundamentación moral del derecho de contratos. Desde el prisma de la reflexión teórica sobre el derecho privado, se busca evaluar en qué sentido el derecho contractual no se encuentra exclusivamente fundado en los parámetros del individualismo. Esto ofrece desafíos tanto a la filosofía del derecho privado como a los estudios dogmáticos sobre este ámbito, contribuyendo a fortalecer el diálogo y la complementariedad entre ambos énfasis para el análisis de este ámbito del derecho.",Filosofía del Derecho
11231058_Resumen_Abstract.pdf,"Contenido: PERSPECTIVAS DE LA APLICACIÓN DE LAS OBSERVACIONES GENERALES DEL COMITÉ DEL PIDESC EN MATERIA DE DERECHO A LA SALUD RESUMEN: Las recientes sentencias sobre derechos sociales de nuestra Corte Suprema parecen estar adoptando la visión de que las políticas sociales pueden ser adjudicadas por los jueces directamente a partir de lo que señala la Constitución Política, sin necesidad de legislación de desarrollo. Para ello, el máximo tribunal está recurriendo a una de las técnicas más utilizadas por otros tribunales sudamericanos para adjudicar pretensiones prestacionales, cual es la cita, como fundamento del fallo o de la interpretación atribuida a una determinada disposición constitucional, de lo señalado en las Observaciones Generales (OO.GG.) del Comité de Derechos Económicos,...",Derecho Político y Constitucional
11231094_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). De acuerdo con el punto 5.5 de las bases que rigen este concurso, no debe incluir en esta sección información que le identifique, tales como: nombres, iniciales, institución de pertenencia o patrocinante, links u otros antecedentes. Las citas a trabajos propios (autocitas) o trabajos previos se deben realizar de forma neutra, es decir, que no permita identificar al/a la postulante.",Derecho de los Recursos Naturales
11231110_Resumen_Abstract.pdf,"del proyecto es: “Describir, analizar y demostrar, a través de un estudio dogmático y jurisprudencial, los problemas jurídicos que surgen como consecuencia de la protección de los independientes o autónomos en el régimen de Seguridad Social chileno, con el propósito de demostrar su insuficiencia y proponer un modelo adecuado de regulación de los autónomos, que se admita en una efectiva protección social”. Los objetivos específicos, son los siguientes: a) Describir, categorizar y discriminar dogmáticamente los distintos tipos de terceros independientes o autónomos, para establecer y organizar...",Derecho del Trabajo y la Seguridad Social
11231118_Resumen_Abstract.pdf,"del proyecto es analizar, desde un punto de vista jurídico, los desafíos que impone la era digital en la delimitación del tiempo de trabajo, a fin de diferenciarlo del tiempo de no trabajo o descanso, en un contexto en el que las fronteras entre vida laboral y personal/familiar se diluyen por la hiperconectividad facilitada por las TIC. Junto con ello, se busca ofrecer una propuesta que contribuya a diseñar instrumentos jurídicos que permitan delimitar de forma efectiva las horas de trabajo a fin de que los trabajadores gocen de un tiempo de descanso real. Para dicho objetivo se realizará,...",Derecho del Trabajo y la Seguridad Social
11231233_Resumen_Abstract.pdf,"Contenido: Tensiones y desafíos del derecho y la regulación ambiental en el contexto de la transición ecológica La crisis climática y ecológica impone desafíos tanto a escala global como a escala local, para reducir sus daños y adaptarnos, cuestión que resulta en la idea de transición ecológica y que implica modificaciones en diversas estructuras sociales, entre ellas el derecho. La transición ecológica, por su parte, supone que nos encontramos frente a una reconfiguración profunda del funcionamiento de un sistema u organización y en el caso específico de la transición ecológica, una modificación estructural de la tecnología, la economía, las instituciones y la cultura. Esto incluye modificaciones en el derecho. La complejidad y profundidad de las modificaciones de las estructuras...",Derecho de los Recursos Naturales
1230049_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Johann Sebastian Benfeld Escobar Hechos institucionales y valoración de la prueba judicial conforme a la sana crítica La sana crítica puede ser entendida como un elaborado proceso de razonamiento y argumentación que permite al órgano decisor realizar, en la fase de ponderación de la prueba judicial, el tránsito desde un hecho bruto hasta el caso supuesto por la norma jurídica, mediante la subordinación de recursos epistémicos a criterios normativos dentro de un proceso judicial. La anterior afirmación se justifica por la dimensión institucional que adquieren los hechos en el derecho, incluso en la fase de ponderación de la prueba. En tal sentido, el principal objetivo de la presente investigación es exponer las consecuencias...",Derecho Procesal
1230052_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: EL PLAN REGIONAL DE ORDENAMIENTO TERRITORIAL COMO INSTRUMENTO DE GOBERNANZA CLIMÁTICA TERRITORIAL MULTINIVEL. Título Proyecto: Benoît Delooz Brochet Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar).",Derecho de los Recursos Naturales
1230156_Resumen_Abstract.pdf,Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Gabriel Hernández Paulsen Daños punitivos en el derecho del consumo chileno I. Objetivos - Objetivos generales (OG): 1. Estudiar los daños punitivos en el derecho del consumo chileno y en el de ordenamientos extranjeros seleccionados.,Derecho Civil
1230176_Resumen_Abstract.pdf,"y los específicos de esta investigación, los cuales deberían verse reflejados en diferentes trabajos científicos comprometidos por el investigador y en diversas actividades de difusión. Concurso Nacional de Proyectos Fondecyt Regular 2023",Derecho Penal
1230210_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: La protección a la privacidad, a la intimidad y a los datos personales (autodeteminación informativa) de los pacientes en el derecho chileno: revisión crítica a la luz de los estándares comparados e internacionales Carolina Andrea Riveros Ferrada La hipótesis central de esta investigación asume que el ordenamiento jurídico chileno, tanto a nivel constitucional como legal, otorga protección a la privacidad, a la intimidad y, a la protección de datos (autodeterminación informativa), de manera general (a todas las personas) y, en algunos casos y, respecto de determinadas hipótesis, a los pacientes. El estatus de paciente en una atención de salud pone a la persona que se encuentra en esa calidad en una situación de hecho en que el...",Derecho Internacional
1230293_Resumen_Abstract.pdf,"a) Objetivo general: i. Contribuir al reforzamiento de la certeza y la seguridad jurídica para la inversión extranjera mediante la elaboración de un catálogo de criterios jurisprudenciales y arbitrales que sirvan como parámetros para la adecuada imposición de limitaciones y obligaciones a la propiedad por parte del Estado. ii. Identificar y elaborar un catálogo de criterios orientadores jurisprudenciales y arbitrales, que permitan garantizar adecuadamente la igualdad de trato y la no discriminación al inversionista nacional y que la protección de la propiedad del inversionista extranjero no...",Derecho Internacional
1230331_Resumen_Abstract.pdf,Identificar un criterio normativo sólido a partir del cual se puedan resolver los problemas de reparto de carga de la prueba que surgen en relación al cumplimiento-incumplimiento y al cumplimiento imperfecto y defectuoso —en cuanto temas de pruebas— de modo de proveer una forma de aplicación correcta de la regla de juicio en las materias sometidas a estudio. 3) Objetivos específicos a) Describir y constatar las soluciones dogmáticas y jurisprudenciales ensayadas en el Derecho chileno relativas al objeto de estudio. b) Evidenciar los límites normativo positivos que inciden en la realización...,Derecho Procesal
1230413_Resumen_Abstract.pdf,del proyecto es realizar un estudio dogmático y crítico de las normas que configuran la dimensión epistémica del juicio de admisibilidad probatoria en el proceso penal chileno. Para ello será necesario abordar los siguientes objetivos específico: 1. Determinar la relación que existe entre la búsqueda de la verdad como finalidad primaria de la etapa probatoria y el juicio de admisibilidad probatoria en el proceso penal chileno. 2. Identificar y justificar la estructura del juicio de admisibilidad por razones epistémicas. 3. Examinar los alcances normativos del principio de inclusión de la...,Derecho Procesal
1230501_Resumen_Abstract.pdf,"redefinir y configurar el sistema de responsabilidad extracontractual por el hecho de personas capaces a partir de la cláusula general contenida en el artículo 2320 inciso 1o, sentando las bases para futuros trabajos que profundicen sus tópicos. En particular, se busca colmar el vacío doctrinario y jurisprudencial en orden a los criterios que permiten la concreción de dicha cláusula general a partir de la bifurcación entre relaciones de cuidado y de servicio, como elemento aglutinador de los distintos grupos de casos. A través de este análisis, se persigue hacerse cargo del proceso de...",Derecho Civil
1230509_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Laura Mayer Lux La comisión de delitos informáticos al interior de la empresa: problemas dogmáticos y relativos al compliance La posibilidad de que una persona jurídica (PJ) incurra en responsabilidad penal por la comisión de un delito informático, prevista en la nueva ley que rige ese sector de la criminalidad, plantea una serie de desafíos relativos a la configuración de los modelos de criminal compliance adoptados por las empresas, así como diversos problemas de índole dogmática. En ese contexto, el objetivo principal del proyecto es definir los presupuestos de la responsabilidad penal de la PJ por delitos informáticos teniendo en cuenta los bienes jurídicos que ellos afectan, los requisitos de imputación que se deducen de...",Derecho Penal
1230702_Resumen_Abstract.pdf,"Se plantean como objetivo GENERAL, efectuar un análisis del actual estado de reconocimiento y de protección procesal de los intereses supraindividuales en la ley de protección del consumidor y en las legislaciones especiales que los consagran, para plantear diferencias en su tutela procesal y nuevos criterios de reparación no pecuniarios para los intereses de naturaleza indivisible, colectivos y difusos. Como objetivos PARTICULARES se plantean: a) Analizar críticamente el procedimiento colectivo contemplado en la ley 19.496 para determinar los problemas en su configuración desde el punto de...",Derecho Procesal
1230839_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Diego Gil Mc Cawley Régimen Urbanístico Chileno: Análisis Socio-Jurídico de su Diseño y Práctica Institucional Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). El régimen urbanístico, es decir, aquellas normas y prácticas institucionales que organizan y regulan el desarrollo de las ciudades, está generando un creciente interés académico.",Derecho Administrativo y Regulatorio
1230883_Resumen_Abstract.pdf,"El objetivo general de esta investigación es la configuración de un sistema de protección de los consumidores morosos del país, a través de un nuevo modelo de derecho del consumidor financiero, basado en la proyección del préstamo responsable en el ámbito de las cobranzas extrajudiciales; y, junto con ello, generar una integración de los demás principios contemplados en la última reforma en materia de cobranza extrajudicial, que ilumine la forma de comprender la morosidad del consumidor, especialmente cuando se califica como hipervulnerable. Metodología Tomando en consideración las hipótesis...",Derecho Económico y Comercial
1230895_Resumen_Abstract.pdf,". Evaluar las deficiencias regulatorias en el uso de decisiones automatizadas al interior de la Administración del Estado y proponer criterios dogmáticos para establecimiento de límites y resguardo frente a este tipo de decisiones, en materia de igualdad y no discriminación, autodeterminación informativa, transparencia y explicabilidad. Objetivo específico (OE)1. Conceptualizar los criterios normativos y jurisprudenciales que definen la noción de decisiones automatizadas, en el derecho chileno y en el comparado.OE2. Evaluar la aplicabilidad del derecho antidiscriminatorio chileno, el derecho...",Derecho Político y Constitucional
Abtsract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Joaquín García-Huidobro La singularidad: una nota fundamental para una Filosofía del Derecho Indiano Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). En diversas investigaciones, el recientemente fallecido historiador del Derecho Víctor Tau ha mostrado el talante casuista del Derecho Indiano.",Historia del Derecho
1231006_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Rodrigo Barcia Lehmann La protección del consumidor como una falla de mercado Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). El presente proyecto durará 3 años, y se centrará en la aplicación del Análisis Económico del Derecho (AED) al Derecho del consumo, pero se hará desde la dogmática del Derecho privado.",Derecho Económico y Comercial
1231024_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Patricio Lazo González Causalidad y supuestos de exoneración de responsabilidad contractual en el derecho romano Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). La riqueza del aparato conceptual que el derecho privado moderno (una parte del cual es tomado de la dogmática penal) utiliza actualmente para tratar problemas de causalidad exhibe una miríada de nociones y criterios, conforme a los cuales ciertos problemas en los que la complejidad de las causas exige la formulación de criterios que contribuyan a reducir dicha complejidad, no solo...",Derecho Romano
1231034_Resumen_Abstract.pdf,"busca identificar y comprender las condiciones jurídicas que favorecen en Chile la gobernanza privada del ejercicio de la libertad de expresión. Al tratarse de la manifestación concreta de un fenómeno global vinculado a la consolidación de la tecnología digital es necesario explorar, en primer lugar, las condiciones normativas vinculadas a su emergencia a nivel comparado. Mediante el método comparativo, se analizará los dos grandes modelos de responsabilidad de los intermediarios por contenidos ilícitos y se evaluará si fortalecen el sistema de gobernanza privada de la libertad de expresión....",Derecho Internacional
1231128_Resumen_Abstract.pdf,"(1) develar los mecanismos explícitos e implícitos que determinan la selección de casos susceptibles o no de persecución, por parte del Ministerio Público en distintos contextos regionales y respecto de diferentes clases de delitos; (2) a partir de lo anterior, caracterizar al universo de causas respecto de los cuales el Ministerio Público decide abstenerse de investigar; (3) analizar la estructura, contenido y aplicación de las principales instituciones legales que importan la aplicación de criterios de oportunidad en sentido amplio, en el proceso penal chileno - archivo provisional,...",Derecho Procesal
1231152_Resumen_Abstract.pdf,"Proponer un estatuto de la renuncia al derecho de propiedad para el ordenamiento civil chileno, ante la ausencia de normas generales sobre esta materia propia de un código civil decimonónico. Objetivos específicos: No 1: Determinar las condiciones de aplicación de la teoría del abandono o derelicción de bienes muebles en Chile. No 2: Configurar la renuncia al derecho de propiedad de bienes inmuebles para el derecho chileno. No 3: Precisar los contornos de la renuncia al derecho de propiedad de los bienes incorporales e inmateriales. No 4: Formular soluciones prácticas para los problemas...",Derecho Internacional
1231254_Resumen_Abstract.pdf,"de esta investigación es ofrecer, a partir de un estudio dogmático, jurisprudencial y comparativo, una explicación sobre la intervención de terceros tanto en los procedimientos de consumo que tienen por objeto la protección de los intereses colectivos y difusos, contenidos en la Ley 19.496, como en los procedimientos de naturaleza ambiental establecidos en la Ley N° 20.600, desarrollando principalmente las distintas formas de intervención procesal reconocidas en la ley y en la doctrina, explicar su naturaleza jurídica, la finalidad de cada una de ellas, revelar los inconvenientes existentes y...",Derecho Procesal
1231292_Resumen_Abstract.pdf,"es: Demostrar, a través de un estudio teórico, dogmático y jurisprudencial, que el riesgo es un elemento común que permitiría explicar la relación entre un régimen de culpa y la responsabilidad estricta, y sostener la justicia distributiva como fundamento del régimen. Y, los objetivos específicos, son: a) Describir el origen y evolución histórica de la dualidad responsabilidad por culpa-objetiva; b) Describir los regímenes de responsabilidad civil que operan en el sistema privado chileno y sus ámbitos de aplicación; c) Examinar los supuestos jurisprudenciales en que la regla de culpa,...",Derecho Civil
1231868_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Enrique Petar Rajevic Mosler ¿Tiene Chile un servicio civil profesional e imparcial? Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar).",Derecho del Trabajo y la Seguridad Social
1231938_Resumen_Abstract.pdf,"de este proyecto consiste en identificar los principales problemas jurídicos que surgen a partir del proceso de transformación digital de la actividad formal de la Administración en Chile a partir de las reformas introducidas por la Ley No21.180, 2019, y establecer soluciones desde la perspectiva propia de la dogmática del Derecho Administrativo, considerando los planteamientos contemporáneos sobre la materia en relación con el derecho a la buena administración y el gobierno electrónico, el problema de las fuentes que deben regular este proceso y sus nuevos principios, el diseño institucional...",Derecho Procesal
11240009_Resumen_Abstract.pdf,"Contenido: PROPOSAL ABSTRACT: Describe the main issues to be addressed: goals, methodology and expected results. The maximum length for this section is 1 page (Must use letter size, Verdana size 10 or similar). In accordance with point 5.5 of the guidelines that govern this contest, applicants must not include information that reveals the identity of the Responsible Researcher, or information that accounts for the Sponsoring Institution of the proposal, be it names or initials. This applies equally to the content of the file or its name.",Derecho Económico y Comercial
11240019_Resumen_Abstract.pdf,"se plantea proponer modificaciones e incorporaciones a la regulación económica del sector eléctrico tendientes a permitir la participación en el sistema y mercado eléctrico de comunidades energéticas a base de energías renovables, en condiciones que permitan su desarrollo y el cumplimiento de los objetivos de la transición energética. Para lograr este cometido, se deben cumplir 4 objetivos específicos, a saber: 1) Determinar la normativa aplicable en el ordenamiento jurídico chileno para el establecimiento y operación de comunidades energéticas o figuras jurídicas afines; 2) Evaluar en qué...",Derecho Económico y Comercial
11240029_Resumen_Abstract.pdf,"será realizar un diagnóstico sobre el estado actual de la cosa juzgada en el proceso civil chileno, a la luz de la experiencia comparada y las recientes reformas en llevadas a cabo en el país, centrado en la necesidad de ampliación de sus efectos de cara a una justicia civil moderna. Los objetivos específicos versan sobre: 1) Analizar críticamente los elementos de la cosa juzgada en el derecho chileno, a la luz de la noción contemporánea del proceso civil tanto en los procedimientos reformados en Chile como en la experiencia comparada; 2) Comprender al proceso civil contemporáneo como un...",Derecho Procesal
11240190_Resumen_Abstract.pdf,"Esta investigación busca analizar críticamente los Tribunales de tratamientos de drogas (TTD) en adultos tanto en Chile como en Estados Unidos con el propósito de plantear propuestas de mejora para los TTD nacionales y, en particular, fortalecer los TTD para mujeres autoras de delitos con problemas de adicción y consumo de drogas y/o alcohol. Objetivos específicos: 1) identificar los beneficios y las dificultades que han implicado los TTD en Estados Unidos en relación con la prevención de delitos y rehabilitación en personas con consumo problemático de drogas y/o alcohol 2) establecer las...",Derecho Penal
11240417_Resumen_Abstract.pdf,"- Proponer una solución adecuada para los casos denominados de ceguera ante los hechos, que sea respetuosa del principio de culpabilidad del agente. Objetivos específicos - Precisar las características particulares de los casos de ceguera ante los hechos y los problemas que plantean para la atribución de responsabilidad penal. - Determinar si el conocimiento del agente sobre las circunstancias del tipo objetivo resulta necesario para la imputación de dolo en los casos de ceguera ante los hechos. - Establecer si los fundamentos de la imputación de negligencia o culpa inconsciente son...",Derecho Penal
11240494_Resumen_Abstract.pdf,". Identificar y sistematizar las deficiencias que presenta la aplicación de la concepción estándar del principio de igualdad de los sexos por parte de las Cortes de Apelaciones y la Corte Suprema, conforme a una matriz teórica, con perspectiva de género fundada en la teoría jurídico-feminista, para proponer una concepción alternativa que supere dichos defectos Objetivos específicos. (1)Revisar críticamente la concepción estándar del principio de la igualdad; (2) Presentar sistemáticamente la matriz teórica de la igualdad de los sexos, enclavada en la perspectiva de género y fundada en la...",Derecho Político y Constitucional
11240528_Resumen_Abstract.pdf,"es colmar aquellos vacíos de contenido que se producen a propósito de la indeterminación de categorías conceptuales en el ámbito de la responsabilidad por falta de servicio policial, y, a su vez, proporcionar criterios judiciales que sean útiles para que los jueces resuelvan casos en que las intervenciones policiales causan daños y vulneraciones de derechos fundamentales a personas naturales. Sus objetivos específicos son: (1)Identificar los componentes centrales que estructuran las relaciones jurídicas que se producen entre las policías y las personas naturales, desde el análisis de la...",Derecho Político y Constitucional
11240724_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). De acuerdo con el punto 5.5 de las bases que rigen este concurso, los/as postulantes no deben incorporar información que revele la identidad de los/as Investigador/a Responsable, ni antecedentes que den cuenta de la Institución Patrocinante del proyecto, ya sea nombres o iniciales. Esto aplica indistintamente para el contenido del archivo o el nombre de éste.",Derecho Procesal
11240813_Resumen_Abstract.pdf,"Contenido: RESUMEN: LA TEORÍA DEL PRECIO JUSTO Y SUS IMPLICANCIAS NORMATIVAS PARA EL DERECHO PRIVADO El objetivo principal de esta investigación consiste en desarrollar una teoría del precio justo que sea de utilidad para la filosofía jurídica contemporánea, y analizar las implicancias normativas que tiene la idea de precio justo tanto para la filosofía del derecho privado como para los estudios dogmáticos sobre el derecho privado, con especial énfasis en el derecho civil chileno. NOVEDAD CIENTÍFICA DE LA PROPUESTA: El concepto de precio justo está tratado de un modo confuso y poco sistemático en nuestra doctrina civilista, sin que exista claridad sobre su alcance. En general, se observa que el concepto es tratado, en línea con la doctrina escolástica, en relación con la idea de mantener...",Derecho Internacional
11240951_Resumen_Abstract.pdf,"Contenido: RESUMEN: La criminología del desarrollo comprende el delito en el curso vital, especialmente durante los periodos de la infancia y adolescencia (Farrington, 2016; Farrington, 1992a; 1992b; Loeber, et al., 1998; Moffitt, 1993). Desde esta perspectiva, se entiende la trasgresión de ley como parte de una trayectoria vital que puede comenzar tempranamente, desde la infancia, continuando hacia la adolescencia, siendo frecuente el desistimiento o la intensificación de la conducta delictual (Le Blanc, et al., 1998). De esta forma, la evidencia científica ha distinguido dos perfiles delictuales: delincuencia limitada a la adolescencia y delincuencia persistente, identificando y ponderando factores estáticos y dinámicos que se relacionan con estos perfiles distintivos (Andrews et al.,...",Derecho Penal
11241049_Resumen_Abstract.pdf,"Contenido: RESUMEN: La investigación que proponemos pretende [1] determinar que la valoración y el estándar de prueba aplicados en la jurisdicción ambiental sufren grandes vacíos normativos, lo que genera no solo indeterminación metodológica de su ejercicio, sino también ausencia de correlación con los valores jurídicos analizados en el proceso (derecho al ambiente sano y su interrelación a la vida digna, CDH, 2021; CORTE IDH, 2017), lo cual genera graves falencias epistemológicas y de razonabilidad probatoria, y por tanto, en la obtención de una sentencia ajustada a los fines de la justicia ambiental, siendo por ello necesario [2] establecer un contenido objetivo de las reglas de la sana crítica y un estándar probatorio ajustados a la naturaleza del proceso ambiental, especialmente...",Derecho Procesal
11241138_Resumen_Abstract.pdf,"). Los productos esperados de la investigación consisten en la publicación de 3 artículos académicos, la exposición en 4 Congresos y la organización de dos seminarios, entre otros. El impacto de la investigación se manifestará principalmente en el mejor uso de las instituciones procesales que persiguen cautelar la integridad de las víctimas. En definitiva, el desarrollo exitoso de la investigación propuesta contribuirá a entender y mejorar la toma de decisiones para la protección de las mujeres víctimas de violencia en el proceso penal. Concurso de Proyectos de Iniciación en Investigación 2024",Derecho Penal
11241238_Resumen_Abstract.pdf,"Examinar y analizar la política de persecución penal del Ministerio público en materia de crimen organizado, en especial, observar el modo cómo se han estructurado las unidades de alta complejidad y crimen organizado de las fiscalías regionales para abordar este fenómeno criminal y detectar los nudos críticos en el diseño e implementación de estas políticas y acciones. Objetivos Específicos: a).- Identificar los principales lineamientos de la política-criminal respecto del crimen organizado en Chile, con especial énfasis en lo indicado por el Ministerio del Interior en la Política Nacional de...",Derecho Penal
